Time	Tide level (m) in Yang river estuary	Salinity (ppt) in Yang river estuary	Time	Tide level (m) in Huangsuzhou river estuary	Salinity (ppt) in Huangsuzhou river estuary	Time	Tide level (m) in Pearl river estuary	Salinity (ppt) in Pearl river estuary	Time	Tide level (m) in Yanfeng river estuary	Bottom Salinity (ppt) in Yanfeng river estuary	Surface Salinity (ppt) in Yanfeng river estuary	Time	Tide level (m) in Oyster landing station	Salinity (ppt) in Oyster landing station	Time	Tide Level (m)-in a tidal creek close to Oyster Landing	Salinity (ppt)-in a tidal creek close to Oyster Landing
													14/1/2016 16:00:00	0.79	21.7			
													14/1/2016 16:15:00	0.71	21.1			
													14/1/2016 16:30:00	0.64	21.3			
													14/1/2016 16:45:00	0.56	20.8			
													14/1/2016 17:00:00	0.48	19.6			
													14/1/2016 17:15:00	0.42	19			
													14/1/2016 17:30:00	0.36	19.4			
													14/1/2016 17:45:00	0.32	22.1			
													14/1/2016 18:00:00	0.31	21.1			
													14/1/2016 18:15:00	0.33	20.8			
													14/1/2016 18:30:00	0.38	20.5			
													14/1/2016 18:45:00	0.47	19.2			
													14/1/2016 19:00:00	0.57	19.6			
													14/1/2016 19:15:00	0.68	16.5			
													14/1/2016 19:30:00	0.76	17			
													14/1/2016 19:45:00	0.85	16.9			
													14/1/2016 20:00:00	0.94	17.1			
													14/1/2016 20:15:00	1.03	17.4			
													14/1/2016 20:30:00	1.13	18.8			
													14/1/2016 20:45:00	1.22	19.9			
													14/1/2016 21:00:00	1.31	21.8			
													14/1/2016 21:15:00	1.39	22.2			
													14/1/2016 21:30:00	1.46	22.1			
													14/1/2016 21:45:00	1.51	23.1			
													14/1/2016 22:00:00	1.57	25.4			
													14/1/2016 22:15:00	1.63	29.4			
													14/1/2016 22:30:00	1.69	31.6			
													14/1/2016 22:45:00	1.74	32.6			
													14/1/2016 23:00:00	1.78	33.1			
													14/1/2016 23:15:00	1.82	33.2			
													14/1/2016 23:30:00	1.85	33.3			
													14/1/2016 23:45:00	1.87	33.3			
													15/1/2016 00:00:00	1.88	33.2			
													15/1/2016 00:15:00	1.88	33.3			
													15/1/2016 00:30:00	1.85	33.3			
													15/1/2016 00:45:00	1.81	33.2			
													15/1/2016 01:00:00	1.77	33			
													15/1/2016 01:15:00	1.72	32.8			
													15/1/2016 01:30:00	1.67	31.6			
													15/1/2016 01:45:00	1.62	29.8			
													15/1/2016 02:00:00	1.55	27.7			
													15/1/2016 02:15:00	1.49	26			
													15/1/2016 02:30:00	1.42	24.4			
													15/1/2016 02:45:00	1.35	23.9			
													15/1/2016 03:00:00	1.27	23.9			
													15/1/2016 03:15:00	1.18	23.2			
													15/1/2016 03:30:00	1.1	22.9			
													15/1/2016 03:45:00	1.01	22.5			
													15/1/2016 04:00:00	0.92	22.1			
													15/1/2016 04:15:00	0.83	21.7			
													15/1/2016 04:30:00	0.74	21.2			
													15/1/2016 04:45:00	0.66	21.1			
													15/1/2016 05:00:00	0.59	20.8			
													15/1/2016 05:15:00	0.52	19.7			
													15/1/2016 05:30:00	0.46	19.6			
													15/1/2016 05:45:00	0.43	19.4			
													15/1/2016 06:00:00	0.4	21.5			
													15/1/2016 06:15:00	0.41	20.3			
													15/1/2016 06:30:00	0.43	20.8			
													15/1/2016 06:45:00	0.49	20.7			
													15/1/2016 07:00:00	0.57	19.7			
													15/1/2016 07:15:00	0.65	17			
													15/1/2016 07:30:00	0.73	18.9			
													15/1/2016 07:45:00	0.81	17.2			
													15/1/2016 08:00:00	0.91	17.5			
													15/1/2016 08:15:00	1	18.6			
													15/1/2016 08:30:00	1.09	18.5			
													15/1/2016 08:45:00	1.18	19.5			
													15/1/2016 09:00:00	1.25	20.2			
													15/1/2016 09:15:00	1.31	22.4			
													15/1/2016 09:30:00	1.38	22.7			
													15/1/2016 09:45:00	1.43	23.5			
													15/1/2016 10:00:00	1.49	25.2			
													15/1/2016 10:15:00	1.56	28.2			
													15/1/2016 10:30:00	1.62	29.8			
													15/1/2016 10:45:00	1.69	30.7			
													15/1/2016 11:00:00	1.75	31.1			
													15/1/2016 11:15:00	1.81	31.4			
													15/1/2016 11:30:00	1.86	31.5			
													15/1/2016 11:45:00	1.9	31.6			
													15/1/2016 12:00:00	1.95	31.4			
													15/1/2016 12:15:00	1.98	31.3			
													15/1/2016 12:30:00	1.97	31.1			
													15/1/2016 12:45:00	1.97	30.9			
													15/1/2016 13:00:00	1.98	30.8			
													15/1/2016 13:15:00	1.99	30.8			
													15/1/2016 13:30:00	1.97	30.7			
													15/1/2016 13:45:00	1.88	30.8			
													15/1/2016 14:00:00	1.82	31			
													15/1/2016 14:15:00	1.76	31			
													15/1/2016 14:30:00	1.72	30.8			
													15/1/2016 14:45:00	1.65	30.1			
													15/1/2016 15:00:00	1.56	28.3			
													15/1/2016 15:15:00	1.48	26.1			
													15/1/2016 15:30:00	1.39	25			
													15/1/2016 15:45:00	1.31	24.2			
													15/1/2016 16:00:00	1.23	23.6			
													15/1/2016 16:15:00	1.15	23.3			
													15/1/2016 16:30:00	1.07	22.7			
													15/1/2016 16:45:00	1.01	22.5			
													15/1/2016 17:00:00	0.93	22.5			
													15/1/2016 17:15:00	0.85	22.4			
													15/1/2016 17:30:00	0.77	22.5			
													15/1/2016 17:45:00	0.68	22.4			
													15/1/2016 18:00:00	0.59	22			
													15/1/2016 18:15:00	0.51	21.1			
													15/1/2016 18:30:00	0.44	20.5			
													15/1/2016 18:45:00	0.38	20.7			
													15/1/2016 19:00:00	0.32	19.4			
													15/1/2016 19:15:00	0.27	18.3			
													15/1/2016 19:30:00	0.25	21.1			
													15/1/2016 19:45:00	0.29	17.4			
													15/1/2016 20:00:00	0.38	16.5			
													15/1/2016 20:15:00	0.48	19.4			
													15/1/2016 20:30:00	0.52	20.1			
													15/1/2016 20:45:00	0.57	19.2			
													15/1/2016 21:00:00	0.61	18.3			
													15/1/2016 21:15:00	0.61	19.6			
													15/1/2016 21:30:00	0.65	19			
													15/1/2016 21:45:00	0.72	17.9			
													15/1/2016 22:00:00	0.79	19.4			
													15/1/2016 22:15:00	0.86	19.2			
													15/1/2016 22:30:00	0.93	18			
													15/1/2016 22:45:00	1.02	18.1			
													15/1/2016 23:00:00	1.09	18.2			
													15/1/2016 23:15:00	1.13	18.2			
													15/1/2016 23:30:00	1.16	18.4			
													15/1/2016 23:45:00	1.21	18.8			
													16/1/2016 00:00:00	1.25	19.8			
													16/1/2016 00:15:00	1.27	20.8			
													16/1/2016 00:30:00	1.28	21.8			
													16/1/2016 00:45:00	1.3	22.4			
													16/1/2016 01:00:00	1.31	22.6			
													16/1/2016 01:15:00	1.31	22.7			
													16/1/2016 01:30:00	1.29	21.6			
													16/1/2016 01:45:00	1.26	20.9			
													16/1/2016 02:00:00	1.24	19.9			
													16/1/2016 02:15:00	1.22	18.2			
													16/1/2016 02:30:00	1.2	18.8			
													16/1/2016 02:45:00	1.18	17.5			
													16/1/2016 03:00:00	1.14	16.2			
													16/1/2016 03:15:00	1.1	14.2			
													16/1/2016 03:30:00	1.05	13.5			
													16/1/2016 03:45:00	0.99	13.4			
													16/1/2016 04:00:00	0.91	12.6			
													16/1/2016 04:15:00	0.82	12.1			
													16/1/2016 04:30:00	0.74	11.3			
													16/1/2016 04:45:00	0.66	10.6			
													16/1/2016 05:00:00	0.57	9.9			
													16/1/2016 05:15:00	0.49	9.6			
													16/1/2016 05:30:00	0.41	9.3			
													16/1/2016 05:45:00	0.32	9			
													16/1/2016 06:00:00	0.24	8.3			
													16/1/2016 06:15:00	0.17	7.7			
													16/1/2016 06:30:00	0.12	7.5			
													16/1/2016 06:45:00	0.07	8.8			
													16/1/2016 07:00:00	0.03	9			
													16/1/2016 07:15:00	0.01	8.9			
													16/1/2016 07:30:00	0	9			
													16/1/2016 07:45:00	0	8.9			
													16/1/2016 08:00:00	0.03	8.4			
													16/1/2016 08:15:00	0.07	8.3			
													16/1/2016 08:30:00	0.15	9.3			
													16/1/2016 08:45:00	0.25	9.8			
													16/1/2016 09:00:00	0.35	8.2			
													16/1/2016 09:15:00	0.42	8.5			
													16/1/2016 09:30:00	0.49	6.9			
													16/1/2016 09:45:00	0.58	7.6			
													16/1/2016 10:00:00	0.7	8.7			
													16/1/2016 10:15:00	0.82	9.7			
													16/1/2016 10:30:00	0.93	12.5			
													16/1/2016 10:45:00	1.05	14.3			
													16/1/2016 11:00:00	1.16	16.2			
													16/1/2016 11:15:00	1.25	17			
													16/1/2016 11:30:00	1.32	18.7			
													16/1/2016 11:45:00	1.37	22			
													16/1/2016 12:00:00	1.42	26.4			
													16/1/2016 12:15:00	1.46	29.8			
													16/1/2016 12:30:00	1.49	30.8			
													16/1/2016 12:45:00	1.52	31.7			
													16/1/2016 13:00:00	1.54	32			
													16/1/2016 13:15:00	1.56	32.4			
													16/1/2016 13:30:00	1.57	32.7			
													16/1/2016 13:45:00	1.56	32.7			
													16/1/2016 14:00:00	1.55	32.7			
													16/1/2016 14:15:00	1.51	32.4			
													16/1/2016 14:30:00	1.46	31.8			
													16/1/2016 14:45:00	1.4	30.4			
													16/1/2016 15:00:00	1.34	26.7			
													16/1/2016 15:15:00	1.29	23.1			
													16/1/2016 15:30:00	1.22	22			
													16/1/2016 15:45:00	1.15	20			
													16/1/2016 16:00:00	1.07	18.9			
													16/1/2016 16:15:00	0.98	18.3			
													16/1/2016 16:30:00	0.9	17.3			
													16/1/2016 16:45:00	0.81	17			
													16/1/2016 17:00:00	0.73	16.6			
													16/1/2016 17:15:00	0.65	16.1			
													16/1/2016 17:30:00	0.57	15.8			
													16/1/2016 17:45:00	0.49	15.2			
													16/1/2016 18:00:00	0.41	14.7			
													16/1/2016 18:15:00	0.34	14.1			
													16/1/2016 18:30:00	0.27	13.3			
													16/1/2016 18:45:00	0.21	13			
													16/1/2016 19:00:00	0.16	12.9			
													16/1/2016 19:15:00	0.12	13.7			
													16/1/2016 19:30:00	0.11	14.8			
													16/1/2016 19:45:00	0.13	14.2			
													16/1/2016 20:00:00	0.17	14.7			
													16/1/2016 20:15:00	0.21	14.4			
													16/1/2016 20:30:00	0.28	14			
													16/1/2016 20:45:00	0.36	14.3			
													16/1/2016 21:00:00	0.42	13.1			
													16/1/2016 21:15:00	0.5	12.9			
													16/1/2016 21:30:00	0.58	13.5			
													16/1/2016 21:45:00	0.66	13			
													16/1/2016 22:00:00	0.73	13.3			
													16/1/2016 22:15:00	0.82	14.4			
													16/1/2016 22:30:00	0.9	14.4			
													16/1/2016 22:45:00	0.99	16			
